,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
7657,E9,1x diff 2x bxb1,20,0.01,10,-,carb,5,11,OD700,1.447
7661,E9,1x diff 2x bxb1,20,0.01,10,-,carb,5,12,OD700,1.4649999999999999
7665,E9,1x diff 2x bxb1,20,0.01,10,-,carb,5,13,OD700,1.4815
7669,E9,1x diff 2x bxb1,20,0.01,10,-,carb,5,14,OD700,1.4815
7673,E9,1x diff 2x bxb1,20,0.01,10,-,carb,5,15,OD700,1.4739999999999998
7677,E9,1x diff 2x bxb1,20,0.01,10,-,carb,5,16,OD700,1.4795
7681,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,1,OD700,1.379
7685,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,2,OD700,1.3840000000000001
7689,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,3,OD700,1.423
7693,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,4,OD700,1.418
7697,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,5,OD700,1.408
7701,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,6,OD700,1.4044999999999999
7705,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,7,OD700,1.408
7709,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,8,OD700,1.427
7713,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,9,OD700,1.496
7717,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,10,OD700,1.4735
7721,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,11,OD700,1.4939999999999998
7725,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,12,OD700,1.486
7729,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,13,OD700,1.4965000000000002
7733,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,14,OD700,1.4985
7737,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,15,OD700,1.537
7741,F1,1x diff 2x bxb1,10,0.01,10,-,carb,6,16,OD700,1.541
7745,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,1,OD700,1.242
7749,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,2,OD700,1.2095
7753,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,3,OD700,0.9455
7757,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,4,OD700,1.217
7761,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,5,OD700,1.2000000000000002
7765,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,6,OD700,1.2149999999999999
7769,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,7,OD700,1.2349999999999999
7773,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,8,OD700,1.3155000000000001
7777,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,9,OD700,1.4455
7781,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,10,OD700,1.4345
7785,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,11,OD700,1.443
7789,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,12,OD700,1.2429999999999999
7793,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,13,OD700,1.3744999999999998
7797,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,14,OD700,1.4514999999999998
7801,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,15,OD700,1.4275
7805,F10,1x diff 2x bxb1,20,0.01,10,-,kan,6,16,OD700,1.4695
7809,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,1,OD700,1.2984999999999998
7813,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,2,OD700,1.234
7817,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,3,OD700,1.248
7821,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,4,OD700,1.2645
7825,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,5,OD700,1.326
7829,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,6,OD700,1.387
7833,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,7,OD700,1.3935
7837,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,8,OD700,1.416
7841,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,9,OD700,1.3965
7845,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,10,OD700,1.5030000000000001
7849,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,11,OD700,1.4665000000000001
7853,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,12,OD700,1.427
7857,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,13,OD700,1.441
7861,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,14,OD700,1.502
7865,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,15,OD700,1.417
7869,F11,1x diff 2x bxb1,20,0.01,50,-,carb,6,16,OD700,1.4355
7873,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,1,OD700,1.2309999999999999
7877,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,2,OD700,1.198
7881,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,3,OD700,1.048
7885,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,4,OD700,1.204
7889,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,5,OD700,1.2149999999999999
7893,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,6,OD700,1.2389999999999999
7897,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,7,OD700,1.259
7901,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,8,OD700,1.3384999999999998
7905,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,9,OD700,1.4304999999999999
7909,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,10,OD700,1.4394999999999998
7913,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,11,OD700,1.4235
7917,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,12,OD700,1.2294999999999998
7921,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,13,OD700,1.356
7925,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,14,OD700,1.4615
7929,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,15,OD700,1.3994999999999997
7933,F12,1x diff 2x bxb1,20,0.01,50,-,kan,6,16,OD700,1.443
7937,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,1,OD700,1.3285
7941,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,2,OD700,1.2974999999999999
7945,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,3,OD700,1.2795
7949,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,4,OD700,1.2925
7953,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,5,OD700,1.2765
7957,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,6,OD700,1.3125
7961,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,7,OD700,1.3170000000000002
7965,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,8,OD700,1.2885
7969,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,9,OD700,1.4215
7973,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,10,OD700,1.4569999999999999
7977,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,11,OD700,1.461
7981,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,12,OD700,1.4594999999999998
7985,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,13,OD700,1.4620000000000002
7989,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,14,OD700,1.4834999999999998
7993,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,15,OD700,1.4725000000000001
7997,F13,1x diff 2x bxb1,30,0.01,10,-,carb,6,16,OD700,1.478
8001,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,1,OD700,1.234
8005,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,2,OD700,1.1724999999999999
8009,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,3,OD700,0.8655
8013,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,4,OD700,1.2085
8017,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,5,OD700,1.2445
8021,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,6,OD700,1.271
8025,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,7,OD700,1.331
8029,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,8,OD700,1.3775
8033,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,9,OD700,1.452
8037,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,10,OD700,1.4305
8041,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,11,OD700,1.4689999999999999
8045,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,12,OD700,1.2235
8049,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,13,OD700,1.4260000000000002
8053,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,14,OD700,1.425
8057,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,15,OD700,1.4569999999999999
8061,F14,1x diff 2x bxb1,30,0.01,10,-,kan,6,16,OD700,1.4535
8065,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,1,OD700,1.2645
8069,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,2,OD700,1.131
8073,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,3,OD700,1.2174999999999998
8077,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,4,OD700,1.341
8081,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,5,OD700,1.3929999999999998
8085,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,6,OD700,1.3875
8089,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,7,OD700,1.3744999999999998
8093,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,8,OD700,1.3885
8097,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,9,OD700,1.4735
8101,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,10,OD700,1.5175
8105,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,11,OD700,1.4655
8109,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,12,OD700,1.4865
8113,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,13,OD700,1.4745
8117,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,14,OD700,1.498
8121,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,15,OD700,1.4634999999999998
8125,F15,1x diff 2x bxb1,30,0.01,50,-,carb,6,16,OD700,1.4895
8129,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,1,OD700,1.221
8133,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,2,OD700,1.1179999999999999
8137,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,3,OD700,0.845
8141,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,4,OD700,1.2235
8145,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,5,OD700,1.3655000000000002
8149,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,6,OD700,1.359
8153,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,7,OD700,1.3675000000000002
8157,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,8,OD700,1.3995000000000002
8161,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,9,OD700,1.47
8165,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,10,OD700,1.4725000000000001
8169,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,11,OD700,1.458
8173,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,12,OD700,1.2770000000000001
8177,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,13,OD700,1.4224999999999999
8181,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,14,OD700,1.4789999999999999
8185,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,15,OD700,1.451
8189,F16,1x diff 2x bxb1,30,0.01,50,-,kan,6,16,OD700,1.4805000000000001
8193,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,1,OD700,1.3685
8197,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,2,OD700,1.356
8201,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,3,OD700,1.3925
8205,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,4,OD700,1.3615
8209,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,5,OD700,1.379
8213,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,6,OD700,1.3860000000000001
8217,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,7,OD700,1.3715000000000002
8221,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,8,OD700,1.3824999999999998
8225,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,9,OD700,1.441
8229,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,10,OD700,1.467
8233,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,11,OD700,1.425
8237,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,12,OD700,1.4419999999999997
8241,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,13,OD700,1.4145
8245,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,14,OD700,1.4385
8249,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,15,OD700,1.4290000000000003
8253,F17,1x diff 2x bxb1,10,0.01,10,+,carb,6,16,OD700,1.4385
8257,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,1,OD700,1.3495
8261,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,2,OD700,1.339
8265,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,3,OD700,1.193
8269,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,4,OD700,1.3595000000000002
8273,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,5,OD700,1.37
8277,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,6,OD700,1.3559999999999999
8281,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,7,OD700,1.319
8285,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,8,OD700,1.3625
8289,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,9,OD700,1.4285
8293,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,10,OD700,1.4145
8297,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,11,OD700,1.3985
8301,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,12,OD700,1.1435
8305,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,13,OD700,1.3094999999999999
8309,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,14,OD700,1.391
8313,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,15,OD700,1.395
8317,F18,1x diff 2x bxb1,10,0.01,10,+,kan,6,16,OD700,1.4260000000000002
8321,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,1,OD700,1.3525
8325,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,2,OD700,1.3395000000000001
8329,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,3,OD700,1.3765
8333,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,4,OD700,1.372
8337,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,5,OD700,1.3559999999999999
8341,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,6,OD700,1.3655000000000002
8345,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,7,OD700,1.3624999999999998
8349,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,8,OD700,1.3625
8353,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,9,OD700,1.4335
8357,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,10,OD700,1.4595
8361,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,11,OD700,1.4415
8365,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,12,OD700,1.4409999999999998
8369,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,13,OD700,1.444
8373,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,14,OD700,1.464
8377,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,15,OD700,1.415
8381,F19,1x diff 2x bxb1,10,0.01,50,+,carb,6,16,OD700,1.459
8385,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,1,OD700,1.355
8389,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,2,OD700,1.327
8393,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,3,OD700,1.2385000000000002
8397,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,4,OD700,1.3585
8401,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,5,OD700,1.3639999999999999
8405,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,6,OD700,1.3445
8409,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,7,OD700,1.3635
8413,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,8,OD700,1.3685
8417,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,9,OD700,1.4284999999999999
8421,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,10,OD700,1.415
8425,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,11,OD700,1.419
8429,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,12,OD700,1.236
8433,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,13,OD700,1.3784999999999998
8437,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,14,OD700,1.419
8441,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,15,OD700,1.4065
8445,F2,1x diff 2x bxb1,10,0.01,10,-,kan,6,16,OD700,1.444
8449,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,1,OD700,1.336
8453,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,2,OD700,1.3239999999999998
8457,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,3,OD700,1.1575000000000002
8461,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,4,OD700,1.35
8465,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,5,OD700,1.343
8469,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,6,OD700,1.3475
8473,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,7,OD700,1.3205
8477,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,8,OD700,1.357
8481,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,9,OD700,1.4045
8485,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,10,OD700,1.4055
8489,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,11,OD700,1.4100000000000001
8493,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,12,OD700,1.1695
8497,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,13,OD700,1.283
8501,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,14,OD700,1.3900000000000001
8505,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,15,OD700,1.3755
8509,F20,1x diff 2x bxb1,10,0.01,50,+,kan,6,16,OD700,1.423
8513,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,1,OD700,1.3225
8517,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,2,OD700,1.295
8521,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,3,OD700,1.3375
8525,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,4,OD700,1.2999999999999998
8529,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,5,OD700,1.3279999999999998
8533,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,6,OD700,1.3295
8537,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,7,OD700,1.3439999999999999
8541,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,8,OD700,1.3224999999999998
8545,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,9,OD700,1.4095
8549,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,10,OD700,1.4045
8553,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,11,OD700,1.413
8557,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,12,OD700,1.3735
8561,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,13,OD700,1.3665
8565,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,14,OD700,1.4264999999999999
8569,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,15,OD700,1.4089999999999998
8573,F21,1x diff 2x bxb1,15,0.01,10,+,carb,6,16,OD700,1.4474999999999998
8577,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,1,OD700,1.2865000000000002
8581,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,2,OD700,1.2885
8585,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,3,OD700,0.991
8589,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,4,OD700,1.2985000000000002
8593,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,5,OD700,1.2814999999999999
8597,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,6,OD700,1.2825
8601,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,7,OD700,1.342
8605,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,8,OD700,1.317
8609,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,9,OD700,1.38
8613,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,10,OD700,1.3815
8617,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,11,OD700,1.3835000000000002
8621,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,12,OD700,1.037
8625,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,13,OD700,1.2610000000000001
8629,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,14,OD700,1.4175
8633,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,15,OD700,1.395
8637,F22,1x diff 2x bxb1,15,0.01,10,+,kan,6,16,OD700,1.4475
8641,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,1,OD700,1.3515
8645,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,2,OD700,1.3295
8649,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,3,OD700,1.3445
8653,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,4,OD700,1.319
8657,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,5,OD700,1.334
8661,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,6,OD700,1.3235000000000001
8665,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,7,OD700,1.313
8669,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,8,OD700,1.33
8673,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,9,OD700,1.4060000000000001
8677,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,10,OD700,1.4375
8681,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,11,OD700,1.403
8685,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,12,OD700,1.399
8689,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,13,OD700,1.3885
8693,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,14,OD700,1.4364999999999999
8697,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,15,OD700,1.412
8701,F23,1x diff 2x bxb1,15,0.01,50,+,carb,6,16,OD700,1.4725000000000001
8705,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,1,OD700,0.8545
8709,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,2,OD700,1.315
8713,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,3,OD700,1.0
8717,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,4,OD700,1.2694999999999999
8721,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,5,OD700,1.3045
8725,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,6,OD700,1.3054999999999999
8729,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,7,OD700,1.256
8733,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,8,OD700,1.313
8737,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,9,OD700,1.3760000000000001
8741,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,10,OD700,1.359
8745,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,11,OD700,1.3585
8749,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,12,OD700,1.056
8753,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,13,OD700,1.207
8757,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,14,OD700,1.3815
8761,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,15,OD700,1.387
8765,F24,1x diff 2x bxb1,15,0.01,50,+,kan,6,16,OD700,1.424
8769,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,1,OD700,1.3625
8773,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,2,OD700,1.3685
8777,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,3,OD700,1.392
8781,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,4,OD700,1.3855
8785,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,5,OD700,1.392
8789,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,6,OD700,1.3860000000000001
8793,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,7,OD700,1.389
8797,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,8,OD700,1.4235000000000002
8801,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,9,OD700,1.4705
8805,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,10,OD700,1.478
8809,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,11,OD700,1.4645000000000001
8813,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,12,OD700,1.4739999999999998
8817,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,13,OD700,1.4700000000000002
8821,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,14,OD700,1.486
8825,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,15,OD700,1.4495
8829,F3,1x diff 2x bxb1,10,0.01,50,-,carb,6,16,OD700,1.478
8833,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,1,OD700,1.356
8837,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,2,OD700,1.333
8841,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,3,OD700,1.2325
8845,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,4,OD700,1.3585
8849,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,5,OD700,1.363
8853,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,6,OD700,1.353
8857,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,7,OD700,1.3575
8861,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,8,OD700,1.3525
8865,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,9,OD700,1.4304999999999999
8869,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,10,OD700,1.4360000000000002
8873,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,11,OD700,1.4125
8877,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,12,OD700,1.2165
8881,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,13,OD700,1.436
8885,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,14,OD700,1.4304999999999999
8889,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,15,OD700,1.397
8893,F4,1x diff 2x bxb1,10,0.01,50,-,kan,6,16,OD700,1.457
8897,F5,1x diff 2x bxb1,15,0.01,10,-,carb,6,1,OD700,1.342
