,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
326,1x diff 2x bxb1,20,0.01,50,+,carb,7,13384.875,1604.3888633993936
327,1x diff 2x bxb1,20,0.01,50,+,carb,8,12735.375,1616.865944394543
328,1x diff 2x bxb1,20,0.01,50,+,carb,9,12655.875,2144.9688600803247
329,1x diff 2x bxb1,20,0.01,50,+,carb,10,9738.5625,2453.1793865672707
330,1x diff 2x bxb1,20,0.01,50,+,carb,11,6999.9375,2860.684638802147
331,1x diff 2x bxb1,20,0.01,50,+,carb,12,3703.8125,2437.3125266732973
332,1x diff 2x bxb1,20,0.01,50,+,carb,13,1738.5,1326.7459655649445
333,1x diff 2x bxb1,20,0.01,50,+,carb,14,1060.5625,862.3997431378825
334,1x diff 2x bxb1,20,0.01,50,+,carb,15,616.625,421.3408655708582
335,1x diff 2x bxb1,20,0.01,50,+,carb,16,456.0625,240.64740619242679
336,1x diff 2x bxb1,20,0.01,50,+,kan,1,11267.9375,1774.5134229959651
337,1x diff 2x bxb1,20,0.01,50,+,kan,2,11751.875,929.8759037788709
338,1x diff 2x bxb1,20,0.01,50,+,kan,3,9251.9375,832.8749021783354
339,1x diff 2x bxb1,20,0.01,50,+,kan,4,10862.5625,1058.2295334830321
340,1x diff 2x bxb1,20,0.01,50,+,kan,5,10464.375,948.3418894500625
341,1x diff 2x bxb1,20,0.01,50,+,kan,6,9607.4375,866.4653746894417
342,1x diff 2x bxb1,20,0.01,50,+,kan,7,10573.25,860.060379940186
343,1x diff 2x bxb1,20,0.01,50,+,kan,8,9607.125,288.3348437890523
344,1x diff 2x bxb1,20,0.01,50,+,kan,9,11198.75,482.13572481497005
345,1x diff 2x bxb1,20,0.01,50,+,kan,10,8287.0625,936.585303776437
346,1x diff 2x bxb1,20,0.01,50,+,kan,11,6913.9375,2032.8322859199602
347,1x diff 2x bxb1,20,0.01,50,+,kan,12,3655.875,1615.5119655125698
348,1x diff 2x bxb1,20,0.01,50,+,kan,13,1788.375,883.0128922372214
349,1x diff 2x bxb1,20,0.01,50,+,kan,14,1113.0625,522.5146913519001
350,1x diff 2x bxb1,20,0.01,50,+,kan,15,788.625,316.4232867988249
351,1x diff 2x bxb1,20,0.01,50,+,kan,16,592.5,180.17471679297452
352,1x diff 2x bxb1,20,0.01,50,-,carb,1,15864.125,817.1978143981678
353,1x diff 2x bxb1,20,0.01,50,-,carb,2,24611.9375,2587.422937948381
354,1x diff 2x bxb1,20,0.01,50,-,carb,3,19412.0625,1732.2049828696865
355,1x diff 2x bxb1,20,0.01,50,-,carb,4,17929.75,1896.779243876313
356,1x diff 2x bxb1,20,0.01,50,-,carb,5,13107.125,1927.3089445797586
357,1x diff 2x bxb1,20,0.01,50,-,carb,6,6643.0,2414.4019519778153
358,1x diff 2x bxb1,20,0.01,50,-,carb,7,2992.875,1479.3543656898823
359,1x diff 2x bxb1,20,0.01,50,-,carb,8,950.1875,503.4774741379059
360,1x diff 2x bxb1,20,0.01,50,-,carb,9,563.3125,115.19639673804282
361,1x diff 2x bxb1,20,0.01,50,-,carb,10,401.0625,39.31960388915432
362,1x diff 2x bxb1,20,0.01,50,-,carb,11,346.375,48.15284444943445
363,1x diff 2x bxb1,20,0.01,50,-,carb,12,316.3125,49.444006931361976
364,1x diff 2x bxb1,20,0.01,50,-,carb,13,292.625,42.57241729436695
365,1x diff 2x bxb1,20,0.01,50,-,carb,14,283.6875,34.9018393907419
366,1x diff 2x bxb1,20,0.01,50,-,carb,15,268.4375,30.529186854549536
367,1x diff 2x bxb1,20,0.01,50,-,carb,16,268.0,35.03875405482173
368,1x diff 2x bxb1,20,0.01,50,-,kan,1,14913.4375,1626.6164583818068
369,1x diff 2x bxb1,20,0.01,50,-,kan,2,16765.5625,1184.8597396648142
370,1x diff 2x bxb1,20,0.01,50,-,kan,3,15184.4375,401.50862270584287
371,1x diff 2x bxb1,20,0.01,50,-,kan,4,17265.5,773.0255031830643
372,1x diff 2x bxb1,20,0.01,50,-,kan,5,15357.9375,852.0965504272389
373,1x diff 2x bxb1,20,0.01,50,-,kan,6,11165.3125,413.71435431259283
374,1x diff 2x bxb1,20,0.01,50,-,kan,7,9994.5,1877.075061289315
375,1x diff 2x bxb1,20,0.01,50,-,kan,8,5006.4375,2477.9878853257997
376,1x diff 2x bxb1,20,0.01,50,-,kan,9,2928.8125,2404.1781776360563
377,1x diff 2x bxb1,20,0.01,50,-,kan,10,1709.8125,1603.626424645537
378,1x diff 2x bxb1,20,0.01,50,-,kan,11,851.125,632.5293753765793
379,1x diff 2x bxb1,20,0.01,50,-,kan,12,408.8125,184.68408112619932
380,1x diff 2x bxb1,20,0.01,50,-,kan,13,383.4375,64.19748409623008
381,1x diff 2x bxb1,20,0.01,50,-,kan,14,420.5,25.909182045863854
382,1x diff 2x bxb1,20,0.01,50,-,kan,15,416.8125,18.001860022945255
383,1x diff 2x bxb1,20,0.01,50,-,kan,16,399.5625,20.073859156339896
384,1x diff 2x bxb1,30,0.01,10,+,carb,1,16990.5,1141.9400472128868
385,1x diff 2x bxb1,30,0.01,10,+,carb,2,23017.5625,1279.3257553855688
386,1x diff 2x bxb1,30,0.01,10,+,carb,3,17900.0,1308.5968494099752
387,1x diff 2x bxb1,30,0.01,10,+,carb,4,15630.1875,834.1524328622438
388,1x diff 2x bxb1,30,0.01,10,+,carb,5,12329.375,3228.119186483494
389,1x diff 2x bxb1,30,0.01,10,+,carb,6,4489.375,2563.3868744021343
390,1x diff 2x bxb1,30,0.01,10,+,carb,7,2009.0,1134.8575115090753
391,1x diff 2x bxb1,30,0.01,10,+,carb,8,1079.375,575.5414686561318
392,1x diff 2x bxb1,30,0.01,10,+,carb,9,611.25,251.47791723557526
393,1x diff 2x bxb1,30,0.01,10,+,carb,10,437.5625,140.83080971252602
394,1x diff 2x bxb1,30,0.01,10,+,carb,11,403.4375,114.92184844493235
395,1x diff 2x bxb1,30,0.01,10,+,carb,12,325.1875,41.76117258548048
396,1x diff 2x bxb1,30,0.01,10,+,carb,13,309.875,23.932568962459037
397,1x diff 2x bxb1,30,0.01,10,+,carb,14,312.25,29.663589995625482
398,1x diff 2x bxb1,30,0.01,10,+,carb,15,287.3125,17.258408923519806
399,1x diff 2x bxb1,30,0.01,10,+,carb,16,273.75,13.884729535922332
400,1x diff 2x bxb1,30,0.01,10,+,kan,1,15607.0,1757.2120572901024
401,1x diff 2x bxb1,30,0.01,10,+,kan,2,20521.5625,945.1911536637889
402,1x diff 2x bxb1,30,0.01,10,+,kan,3,16125.375,429.537105498466
403,1x diff 2x bxb1,30,0.01,10,+,kan,4,15651.8125,433.06102650616293
404,1x diff 2x bxb1,30,0.01,10,+,kan,5,10252.5,2130.8116495162794
405,1x diff 2x bxb1,30,0.01,10,+,kan,6,3784.3125,1725.2402097244312
406,1x diff 2x bxb1,30,0.01,10,+,kan,7,1835.5625,877.5225856881732
407,1x diff 2x bxb1,30,0.01,10,+,kan,8,1060.75,423.8670613698187
408,1x diff 2x bxb1,30,0.01,10,+,kan,9,751.5625,231.7732015662849
409,1x diff 2x bxb1,30,0.01,10,+,kan,10,642.375,159.6734949827303
410,1x diff 2x bxb1,30,0.01,10,+,kan,11,655.5,179.137417324562
411,1x diff 2x bxb1,30,0.01,10,+,kan,12,535.1875,74.78967532831179
412,1x diff 2x bxb1,30,0.01,10,+,kan,13,521.5,48.31296779481526
413,1x diff 2x bxb1,30,0.01,10,+,kan,14,523.5,38.7998527243155
414,1x diff 2x bxb1,30,0.01,10,+,kan,15,511.9375,38.161721191341925
415,1x diff 2x bxb1,30,0.01,10,+,kan,16,464.875,33.88293923833309
416,1x diff 2x bxb1,30,0.01,10,-,carb,1,17543.0625,351.98157799805284
417,1x diff 2x bxb1,30,0.01,10,-,carb,2,25284.375,1126.2833870110771
418,1x diff 2x bxb1,30,0.01,10,-,carb,3,23748.1875,1488.7986033208126
419,1x diff 2x bxb1,30,0.01,10,-,carb,4,23527.5625,1505.5677248490488
420,1x diff 2x bxb1,30,0.01,10,-,carb,5,24506.5,2216.1657847991164
421,1x diff 2x bxb1,30,0.01,10,-,carb,6,19297.75,4100.188567092285
422,1x diff 2x bxb1,30,0.01,10,-,carb,7,18681.9375,7067.497796439597
423,1x diff 2x bxb1,30,0.01,10,-,carb,8,15294.125,7639.4335324308295
424,1x diff 2x bxb1,30,0.01,10,-,carb,9,11064.0625,6121.908096789409
425,1x diff 2x bxb1,30,0.01,10,-,carb,10,7371.25,4210.64942395215
426,1x diff 2x bxb1,30,0.01,10,-,carb,11,4328.25,2454.279920581886
427,1x diff 2x bxb1,30,0.01,10,-,carb,12,2517.375,1361.3652220683261
428,1x diff 2x bxb1,30,0.01,10,-,carb,13,1589.1875,820.0911071991592
429,1x diff 2x bxb1,30,0.01,10,-,carb,14,849.3125,365.07836120678064
430,1x diff 2x bxb1,30,0.01,10,-,carb,15,558.125,185.74824552142
431,1x diff 2x bxb1,30,0.01,10,-,carb,16,386.875,86.3389293093545
432,1x diff 2x bxb1,30,0.01,10,-,kan,1,17803.375,867.6134652021027
433,1x diff 2x bxb1,30,0.01,10,-,kan,2,23836.25,475.8966724585732
434,1x diff 2x bxb1,30,0.01,10,-,kan,3,19737.8125,1398.5521068361072
435,1x diff 2x bxb1,30,0.01,10,-,kan,4,19517.375,1002.3935907188779
436,1x diff 2x bxb1,30,0.01,10,-,kan,5,19625.8125,560.925634076645
437,1x diff 2x bxb1,30,0.01,10,-,kan,6,6396.125,872.2987180842515
438,1x diff 2x bxb1,30,0.01,10,-,kan,7,2139.5625,426.2470307814472
439,1x diff 2x bxb1,30,0.01,10,-,kan,8,747.6875,59.339782788855665
440,1x diff 2x bxb1,30,0.01,10,-,kan,9,471.5,31.059850059430183
441,1x diff 2x bxb1,30,0.01,10,-,kan,10,437.4375,32.69167379799152
442,1x diff 2x bxb1,30,0.01,10,-,kan,11,440.6875,34.61619924255116
443,1x diff 2x bxb1,30,0.01,10,-,kan,12,326.9375,36.954061733068386
444,1x diff 2x bxb1,30,0.01,10,-,kan,13,374.3125,40.588472589429344
445,1x diff 2x bxb1,30,0.01,10,-,kan,14,423.875,30.68940021757163
446,1x diff 2x bxb1,30,0.01,10,-,kan,15,416.5,29.760952365713813
447,1x diff 2x bxb1,30,0.01,10,-,kan,16,402.375,24.67901074655489
448,1x diff 2x bxb1,30,0.01,50,+,carb,1,20512.3125,1616.8218370242796
449,1x diff 2x bxb1,30,0.01,50,+,carb,2,24726.6875,2276.468457587949
450,1x diff 2x bxb1,30,0.01,50,+,carb,3,19882.875,1405.9361586298485
451,1x diff 2x bxb1,30,0.01,50,+,carb,4,18774.5,1774.4789174773055
452,1x diff 2x bxb1,30,0.01,50,+,carb,5,10743.875,3935.037808404314
453,1x diff 2x bxb1,30,0.01,50,+,carb,6,2878.5,2224.0980354805793
454,1x diff 2x bxb1,30,0.01,50,+,carb,7,810.0,634.088152952163
455,1x diff 2x bxb1,30,0.01,50,+,carb,8,382.0625,135.0035548473764
456,1x diff 2x bxb1,30,0.01,50,+,carb,9,277.5625,33.139787804303836
457,1x diff 2x bxb1,30,0.01,50,+,carb,10,261.3125,18.289219111659353
458,1x diff 2x bxb1,30,0.01,50,+,carb,11,269.75,20.25727382589137
459,1x diff 2x bxb1,30,0.01,50,+,carb,12,251.125,16.904669684523775
460,1x diff 2x bxb1,30,0.01,50,+,carb,13,263.875,17.88205405267687
461,1x diff 2x bxb1,30,0.01,50,+,carb,14,266.5625,17.296650171141728
462,1x diff 2x bxb1,30,0.01,50,+,carb,15,263.9375,17.625949822431032
463,1x diff 2x bxb1,30,0.01,50,+,carb,16,248.3125,15.158537198555802
464,1x diff 2x bxb1,30,0.01,50,+,kan,1,17110.3125,2882.674117371626
465,1x diff 2x bxb1,30,0.01,50,+,kan,2,19904.4375,874.2520246922913
466,1x diff 2x bxb1,30,0.01,50,+,kan,3,16136.5,1008.3836429794818
467,1x diff 2x bxb1,30,0.01,50,+,kan,4,15856.8125,1002.0708891911219
468,1x diff 2x bxb1,30,0.01,50,+,kan,5,12521.25,1390.0455542381133
469,1x diff 2x bxb1,30,0.01,50,+,kan,6,5624.875,2224.0180296995286
470,1x diff 2x bxb1,30,0.01,50,+,kan,7,2526.1875,1360.2781211812112
471,1x diff 2x bxb1,30,0.01,50,+,kan,8,1077.125,532.7020575733279
472,1x diff 2x bxb1,30,0.01,50,+,kan,9,635.125,210.91378570401702
473,1x diff 2x bxb1,30,0.01,50,+,kan,10,543.4375,89.37578670982427
474,1x diff 2x bxb1,30,0.01,50,+,kan,11,546.25,103.70528296227589
475,1x diff 2x bxb1,30,0.01,50,+,kan,12,483.625,38.172306715733065
476,1x diff 2x bxb1,30,0.01,50,+,kan,13,494.0,33.542084439870905
477,1x diff 2x bxb1,30,0.01,50,+,kan,14,508.8125,27.339058270958343
478,1x diff 2x bxb1,30,0.01,50,+,kan,15,507.75,29.0627400143699
479,1x diff 2x bxb1,30,0.01,50,+,kan,16,471.1875,24.251564750694808
480,1x diff 2x bxb1,30,0.01,50,-,carb,1,22238.75,923.2453628369875
481,1x diff 2x bxb1,30,0.01,50,-,carb,2,30597.8125,3146.1792921562583
482,1x diff 2x bxb1,30,0.01,50,-,carb,3,20997.5,2556.4753218892156
483,1x diff 2x bxb1,30,0.01,50,-,carb,4,8263.25,2412.6922721308656
484,1x diff 2x bxb1,30,0.01,50,-,carb,5,1868.3125,573.8528891561471
485,1x diff 2x bxb1,30,0.01,50,-,carb,6,700.4375,83.09479848771693
486,1x diff 2x bxb1,30,0.01,50,-,carb,7,562.75,108.44386302862615
487,1x diff 2x bxb1,30,0.01,50,-,carb,8,406.0,39.75460440538394
488,1x diff 2x bxb1,30,0.01,50,-,carb,9,323.375,27.84234955192231
489,1x diff 2x bxb1,30,0.01,50,-,carb,10,290.0625,12.21368524004353
490,1x diff 2x bxb1,30,0.01,50,-,carb,11,277.0625,10.040765124516868
491,1x diff 2x bxb1,30,0.01,50,-,carb,12,261.4375,11.226364059658849
492,1x diff 2x bxb1,30,0.01,50,-,carb,13,254.75,9.710083124552241
493,1x diff 2x bxb1,30,0.01,50,-,carb,14,257.125,11.685613866142049
494,1x diff 2x bxb1,30,0.01,50,-,carb,15,260.125,23.101870672554394
495,1x diff 2x bxb1,30,0.01,50,-,carb,16,248.8125,12.691216028644146
496,1x diff 2x bxb1,30,0.01,50,-,kan,1,21924.8125,1651.968240301334
497,1x diff 2x bxb1,30,0.01,50,-,kan,2,26456.8125,1129.113430259714
498,1x diff 2x bxb1,30,0.01,50,-,kan,3,18335.9375,965.6467276797301
499,1x diff 2x bxb1,30,0.01,50,-,kan,4,15125.625,3237.188592303954
500,1x diff 2x bxb1,30,0.01,50,-,kan,5,3618.1875,2395.3391787490136
501,1x diff 2x bxb1,30,0.01,50,-,kan,6,703.9375,415.03196413047516
502,1x diff 2x bxb1,30,0.01,50,-,kan,7,450.375,91.07365543495942
503,1x diff 2x bxb1,30,0.01,50,-,kan,8,425.5625,36.24858371617533
504,1x diff 2x bxb1,30,0.01,50,-,kan,9,389.4375,20.128937059439
505,1x diff 2x bxb1,30,0.01,50,-,kan,10,392.375,15.2964748506688
506,1x diff 2x bxb1,30,0.01,50,-,kan,11,412.875,16.210115889248197
507,1x diff 2x bxb1,30,0.01,50,-,kan,12,304.9375,14.847889460410585
508,1x diff 2x bxb1,30,0.01,50,-,kan,13,352.1875,18.690978534347217
509,1x diff 2x bxb1,30,0.01,50,-,kan,14,408.5,16.15991513414773
510,1x diff 2x bxb1,30,0.01,50,-,kan,15,409.0625,14.867119761406375
511,1x diff 2x bxb1,30,0.01,50,-,kan,16,397.4375,12.028055002487188
512,naive 1x,0,0.0,10,-,carb,1,31177.25,1500.5428541507422
513,naive 1x,0,0.0,10,-,carb,2,30434.0,1532.2541751102713
514,naive 1x,0,0.0,10,-,carb,3,25961.3125,6414.569064344852
515,naive 1x,0,0.0,10,-,carb,4,19760.125,8718.09881695217
516,naive 1x,0,0.0,10,-,carb,5,9354.75,5731.221591298964
517,naive 1x,0,0.0,10,-,carb,6,3244.5625,2104.513218868643
518,naive 1x,0,0.0,10,-,carb,7,1752.1875,1794.9589915232048
519,naive 1x,0,0.0,10,-,carb,8,1667.5625,2352.2180328590166
520,naive 1x,0,0.0,10,-,carb,9,1521.375,2511.948443368784
521,naive 1x,0,0.0,10,-,carb,10,1305.1875,2210.429611402337
522,naive 1x,0,0.0,10,-,carb,11,1232.625,2146.0370744700567
523,naive 1x,0,0.0,10,-,carb,12,1312.5625,2444.39097640613
524,naive 1x,0,0.0,10,-,carb,13,1228.1875,2305.0975798604645
525,naive 1x,0,0.0,10,-,carb,14,1208.75,2300.798914042064
526,naive 1x,0,0.0,10,-,carb,15,1219.875,2381.770151289043
527,naive 1x,0,0.0,10,-,carb,16,1191.375,2308.0888159130395
528,naive 1x,0,0.0,10,-,kan,1,29453.875,758.228091860038
529,naive 1x,0,0.0,10,-,kan,2,27298.0,1222.9058777004402
530,naive 1x,0,0.0,10,-,kan,3,23333.875,2253.4782916004046
531,naive 1x,0,0.0,10,-,kan,4,12346.5625,4838.283125518656
532,naive 1x,0,0.0,10,-,kan,5,2373.125,1032.230378147935
533,naive 1x,0,0.0,10,-,kan,6,732.0625,199.28505024210924
534,naive 1x,0,0.0,10,-,kan,7,606.5625,132.77086532282385
535,naive 1x,0,0.0,10,-,kan,8,590.25,137.23754171924992
536,naive 1x,0,0.0,10,-,kan,9,536.875,135.02321229012017
537,naive 1x,0,0.0,10,-,kan,10,528.125,119.5183040374988
538,naive 1x,0,0.0,10,-,kan,11,549.0,119.55572520198031
539,naive 1x,0,0.0,10,-,kan,12,525.5,131.31994734779852
540,naive 1x,0,0.0,10,-,kan,13,531.3125,129.21740746841016
541,naive 1x,0,0.0,10,-,kan,14,500.4375,117.51730495669867
542,naive 1x,0,0.0,10,-,kan,15,512.6875,123.25784168041515
543,naive 1x,0,0.0,10,-,kan,16,510.5625,123.41869431793086
544,naive 1x,0,0.0,50,-,carb,1,40803.5,1313.194904476431
545,naive 1x,0,0.0,50,-,carb,2,8501.4375,1391.2019324901348
546,naive 1x,0,0.0,50,-,carb,3,1142.875,206.8870896337973
547,naive 1x,0,0.0,50,-,carb,4,378.6875,58.84418741776576
548,naive 1x,0,0.0,50,-,carb,5,301.625,158.44596870857902
549,naive 1x,0,0.0,50,-,carb,6,338.5625,221.8933845501998
550,naive 1x,0,0.0,50,-,carb,7,400.875,222.73619084981613
551,naive 1x,0,0.0,50,-,carb,8,392.3125,163.2990109103105
552,naive 1x,0,0.0,50,-,carb,9,354.1875,140.7601652000411
553,naive 1x,0,0.0,50,-,carb,10,347.6875,111.38893812095654
554,naive 1x,0,0.0,50,-,carb,11,347.25,97.19898588536229
555,naive 1x,0,0.0,50,-,carb,12,331.25,91.68813601395922
556,naive 1x,0,0.0,50,-,carb,13,322.1875,81.67047792370089
557,naive 1x,0,0.0,50,-,carb,14,321.9375,74.22958473546784
558,naive 1x,0,0.0,50,-,carb,15,316.4375,72.21368959058742
559,naive 1x,0,0.0,50,-,carb,16,313.8125,66.84520364244543
560,naive 1x,0,0.0,50,-,kan,1,38011.3125,2591.3032426822815
561,naive 1x,0,0.0,50,-,kan,2,16352.75,2494.745578210331
562,naive 1x,0,0.0,50,-,kan,3,2255.125,556.9748487524882
563,naive 1x,0,0.0,50,-,kan,4,752.6875,320.46739721627137
564,naive 1x,0,0.0,50,-,kan,5,737.0625,361.9328506682657
565,naive 1x,0,0.0,50,-,kan,6,616.25,281.03469536695997
566,naive 1x,0,0.0,50,-,kan,7,606.125,220.15574844057235
567,naive 1x,0,0.0,50,-,kan,8,620.125,246.14640678146932
568,naive 1x,0,0.0,50,-,kan,9,589.0625,266.2769017261113
569,naive 1x,0,0.0,50,-,kan,10,576.3125,232.08756621770402
570,naive 1x,0,0.0,50,-,kan,11,604.5,243.88521890430343
571,naive 1x,0,0.0,50,-,kan,12,589.5,254.59351355220574
572,naive 1x,0,0.0,50,-,kan,13,571.25,229.987732592104
573,naive 1x,0,0.0,50,-,kan,14,566.0625,228.06318634160516
574,naive 1x,0,0.0,50,-,kan,15,580.75,237.4626286386976
575,naive 1x,0,0.0,50,-,kan,16,567.25,231.74601244835753
576,naive 2x,0,0.0,10,-,carb,1,32784.6875,4403.653077174351
577,naive 2x,0,0.0,10,-,carb,2,28511.3125,10639.168925442775
578,naive 2x,0,0.0,10,-,carb,3,21624.1875,8615.46707521462
579,naive 2x,0,0.0,10,-,carb,4,11828.4375,3847.8790673518165
580,naive 2x,0,0.0,10,-,carb,5,5042.0,2455.4140034974607
581,naive 2x,0,0.0,10,-,carb,6,1951.625,934.9319971450941
582,naive 2x,0,0.0,10,-,carb,7,4506.375,3906.070520448176
583,naive 2x,0,0.0,10,-,carb,8,5033.25,1756.8516686716287
584,naive 2x,0,0.0,10,-,carb,9,3738.375,708.775087739404
585,naive 2x,0,0.0,10,-,carb,10,3721.6875,1339.5910873285177
586,naive 2x,0,0.0,10,-,carb,11,4051.9375,1141.1006728311547
587,naive 2x,0,0.0,10,-,carb,12,3519.3125,684.0839514844442
588,naive 2x,0,0.0,10,-,carb,13,2766.75,742.3925607693777
589,naive 2x,0,0.0,10,-,carb,14,2105.625,685.478599749318
590,naive 2x,0,0.0,10,-,carb,15,2363.125,1184.8285514911308
591,naive 2x,0,0.0,10,-,carb,16,1928.1875,1009.9402011116445
592,naive 2x,0,0.0,10,-,kan,1,33920.75,1617.7710415436247
593,naive 2x,0,0.0,10,-,kan,2,31808.625,2081.242001271631
594,naive 2x,0,0.0,10,-,kan,3,29384.0,910.4982152645881
595,naive 2x,0,0.0,10,-,kan,4,29573.1875,1040.3071640317166
596,naive 2x,0,0.0,10,-,kan,5,24794.25,4148.288588597195
597,naive 2x,0,0.0,10,-,kan,6,12167.25,1795.5225463039196
598,naive 2x,0,0.0,10,-,kan,7,8599.125,2309.0490582859925
599,naive 2x,0,0.0,10,-,kan,8,7267.0,2925.265458039663
600,naive 2x,0,0.0,10,-,kan,9,7041.8125,3532.882361648913
601,naive 2x,0,0.0,10,-,kan,10,6514.0,3715.8666264701005
602,naive 2x,0,0.0,10,-,kan,11,6559.3125,4149.810933193222
603,naive 2x,0,0.0,10,-,kan,12,5882.25,4036.7152665078006
604,naive 2x,0,0.0,10,-,kan,13,5397.6875,3988.987554483146
605,naive 2x,0,0.0,10,-,kan,14,4443.3125,3507.7017398199228
606,naive 2x,0,0.0,10,-,kan,15,4335.1875,3630.638245124993
607,naive 2x,0,0.0,10,-,kan,16,3783.6875,3350.875066280662
608,naive 2x,0,0.0,50,-,carb,1,29060.625,7431.669682369982
609,naive 2x,0,0.0,50,-,carb,2,2785.5625,975.7440178616814
610,naive 2x,0,0.0,50,-,carb,3,363.125,87.03929736454843
611,naive 2x,0,0.0,50,-,carb,4,199.6875,10.859286677441439
612,naive 2x,0,0.0,50,-,carb,5,283.5625,103.6906241456492
613,naive 2x,0,0.0,50,-,carb,6,682.875,422.44270532903545
614,naive 2x,0,0.0,50,-,carb,7,730.0625,443.54460538291494
615,naive 2x,0,0.0,50,-,carb,8,772.0625,477.7359131136903
616,naive 2x,0,0.0,50,-,carb,9,721.9375,469.26001302202235
617,naive 2x,0,0.0,50,-,carb,10,703.6875,455.0716535024222
618,naive 2x,0,0.0,50,-,carb,11,718.5,454.3142398950627
619,naive 2x,0,0.0,50,-,carb,12,701.5625,453.9757260266551
620,naive 2x,0,0.0,50,-,carb,13,704.75,461.00348619692056
621,naive 2x,0,0.0,50,-,carb,14,657.625,423.17876583914614
622,naive 2x,0,0.0,50,-,carb,15,674.625,432.557655116633
623,naive 2x,0,0.0,50,-,carb,16,668.4375,424.49326408083317
624,naive 2x,0,0.0,50,-,kan,1,34261.25,4368.176981631715
625,naive 2x,0,0.0,50,-,kan,2,12116.6875,1130.707456718391
626,naive 2x,0,0.0,50,-,kan,3,12308.9375,5322.910807051104
627,naive 2x,0,0.0,50,-,kan,4,8552.1875,5529.516188713982
628,naive 2x,0,0.0,50,-,kan,5,6094.0625,4169.096291571214
629,naive 2x,0,0.0,50,-,kan,6,4497.375,3262.216202763304
630,naive 2x,0,0.0,50,-,kan,7,4056.8125,2875.842670760048
631,naive 2x,0,0.0,50,-,kan,8,3405.5625,2397.7797235523058
632,naive 2x,0,0.0,50,-,kan,9,2691.875,2114.7444585575818
633,naive 2x,0,0.0,50,-,kan,10,2421.1875,2010.4078821668431
634,naive 2x,0,0.0,50,-,kan,11,2209.6875,1822.0917519923555
635,naive 2x,0,0.0,50,-,kan,12,1997.375,1696.577831779525
636,naive 2x,0,0.0,50,-,kan,13,1778.4375,1528.805449584273
637,naive 2x,0,0.0,50,-,kan,14,1600.3125,1352.8228143272443
638,naive 2x,0,0.0,50,-,kan,15,1563.6875,1320.190650125417
639,naive 2x,0,0.0,50,-,kan,16,1368.375,1104.9016035699417
640,split pir 2x bxb1,10,0.01,10,+,carb,1,3926.8125,1185.0392982483145
641,split pir 2x bxb1,10,0.01,10,+,carb,2,10534.9375,893.0499681068882
642,split pir 2x bxb1,10,0.01,10,+,carb,3,9772.3125,1356.6686072219068
643,split pir 2x bxb1,10,0.01,10,+,carb,4,8281.125,617.4485374738299
644,split pir 2x bxb1,10,0.01,10,+,carb,5,7701.4375,1147.280306933999
645,split pir 2x bxb1,10,0.01,10,+,carb,6,6835.4375,820.1721699697309
646,split pir 2x bxb1,10,0.01,10,+,carb,7,8230.25,896.3954404805313
647,split pir 2x bxb1,10,0.01,10,+,carb,8,8991.125,428.42300108320825
648,split pir 2x bxb1,10,0.01,10,+,carb,9,10060.625,717.1686268136066
649,split pir 2x bxb1,10,0.01,10,+,carb,10,5864.6875,1094.018116117305
650,split pir 2x bxb1,10,0.01,10,+,carb,11,9978.0625,946.8122244631493
651,split pir 2x bxb1,10,0.01,10,+,carb,12,10425.8125,889.3306446624415
652,split pir 2x bxb1,10,0.01,10,+,carb,13,10820.75,585.6265265264446
653,split pir 2x bxb1,10,0.01,10,+,carb,14,10075.3125,803.4231200441202
654,split pir 2x bxb1,10,0.01,10,+,carb,15,7622.0625,1186.8189306322777
655,split pir 2x bxb1,10,0.01,10,+,carb,16,8291.6875,1163.5285906457134
656,split pir 2x bxb1,10,0.01,10,+,kan,1,3666.75,468.4005459311201
657,split pir 2x bxb1,10,0.01,10,+,kan,2,3758.8125,650.3207416070055
658,split pir 2x bxb1,10,0.01,10,+,kan,3,2673.4375,481.71408513912957
659,split pir 2x bxb1,10,0.01,10,+,kan,4,3342.8125,502.9307633050214
660,split pir 2x bxb1,10,0.01,10,+,kan,5,4010.875,472.63688493387815
661,split pir 2x bxb1,10,0.01,10,+,kan,6,3324.75,440.658516962317
662,split pir 2x bxb1,10,0.01,10,+,kan,7,3739.4375,543.1454973117241
663,split pir 2x bxb1,10,0.01,10,+,kan,8,3146.125,421.1081257485168
664,split pir 2x bxb1,10,0.01,10,+,kan,9,2543.375,268.18274020312555
665,split pir 2x bxb1,10,0.01,10,+,kan,10,2806.5625,635.481225838228
666,split pir 2x bxb1,10,0.01,10,+,kan,11,4558.4375,973.9118630370438
667,split pir 2x bxb1,10,0.01,10,+,kan,12,4178.625,726.6169530286032
668,split pir 2x bxb1,10,0.01,10,+,kan,13,4036.375,620.291046318466
669,split pir 2x bxb1,10,0.01,10,+,kan,14,4623.0625,656.8850974485568
670,split pir 2x bxb1,10,0.01,10,+,kan,15,4331.625,711.1535774460294
671,split pir 2x bxb1,10,0.01,10,+,kan,16,4346.1875,505.16354759763567
672,split pir 2x bxb1,10,0.01,10,-,carb,1,3088.9375,638.0378648358464
673,split pir 2x bxb1,10,0.01,10,-,carb,2,9863.375,1583.051839012229
674,split pir 2x bxb1,10,0.01,10,-,carb,3,8489.5625,1220.1506475343817
